no,username,komentar
2195,,b'@collegemenfess Tapi bisa juga MBKM + PKM ko palimg ekstra ngebagi waktunya'
2196,,b'@collegemenfess Pkm dan mbkm jelas beda yah :)) \nBisa dijalanin bareng2'
2197,,b'[cm] kalian pilih ikut PKM atau MBKM? kasih alasannya dong'
2198,,"b'@UNYmfs Impianku bisa pdkt dgn mas crush \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f Dan lulus matkul mbkm dgn nilai memuaskan, juga dpt menjalankan proker dgn sukses aamiin\xf0\x9f\x98\x8d'"
2199,,"b'@ubsansfess tapi pernah liat fyp tiktok ada yg ikut mbkm itu dia lulusnya jg jadi aga lama, gatau jg si ya. tapi ka\xe2\x80\xa6 https://t.co/fiX2LCoB5e'"
2200,,"b'Tingkatkan Kualitas Data MBKM di PD Dikti, Unud Gelar Pertemuan Daring untuk Semua\xc2\xa0Operator https://t.co/q1j0JpwfgR'"
2201,,b'@UNYmfs kok mbkm jurusanku isine matkul teknik karo fisika y \xf0\x9f\x99\x82\xf0\x9f\x99\x8f'
2202,,"b'Galau bgt ini magang mbkm rata-rata ambil 20 sks, ya meskipun tinggal TA aja tp ga enak ngambil full sks smt akhir,\xe2\x80\xa6 https://t.co/r4vMNQ4v1U'"
2203,,b'prodinya ramah mbkm... https://t.co/ZPpiuYm7j2'
2204,,b'Waduh gwat jga ni klo pertengahan smster offline terus milih mbkm di fbs sendirian terus ga tau kelasnya ga tau gedungnya \xf0\x9f\x98\xab\xf0\x9f\xa5\xba\xf0\x9f\x98\xa2'
2205,,b'-11fess benefit ikut mbkm apa sih? apakah cuma rekognisi sks aja? temenku pada berebut mau ikut tp aku kaya kurang tertarik gitu masa'
2206,,"b'RT @naviellawin: \xe2\x99\xa5\xef\xb8\x8f giveaway \xe2\x99\xa5\xef\xb8\x8f\nkarena aku lolos mbkm dikti, jadi aku mau bagi bagi hadiah kecil buat temen temen di sinii. caranya cuma li\xe2\x80\xa6'"
2207,,"b'@dimpIenanon karena aku ikut magang mbkm dri fakultas, jadi cuma di konvert 20 sks smt depan \xf0\x9f\x91\x8d'"
2208,,"b'Sudah tau belum program dari BRIN ada namanya Magang Merdeka, setara kaya MBKM, tapi semuanya bisa daftar kok, baik\xe2\x80\xa6 https://t.co/TpH8WLQ693'"
2209,,"b'RT @naviellawin: \xe2\x99\xa5\xef\xb8\x8f giveaway \xe2\x99\xa5\xef\xb8\x8f\nkarena aku lolos mbkm dikti, jadi aku mau bagi bagi hadiah kecil buat temen temen di sinii. caranya cuma li\xe2\x80\xa6'"
2210,,b'lsp bareng\nun bareng\nutbk bareng\nbeasiswa bareng\nsekarang mbkm bareng tapi as mantan\xf0\x9f\xa5\xb2\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb'
2211,,b'@collegemenfess bukannya program mbkm sksnya dikonversi?'
2212,,"b'[cm] guys, jadi misal kalian dah ikut magang mbkm, terus tiba2 di chat dosen, diajak penelitian. Gimana ya?'"
2213,,b'@babik_unyu magang mbkm far?'
2214,,b'@Marvfess ikut MBKM Kemendikbud'
2215,,"b'RT @naviellawin: \xe2\x99\xa5\xef\xb8\x8f giveaway \xe2\x99\xa5\xef\xb8\x8f\nkarena aku lolos mbkm dikti, jadi aku mau bagi bagi hadiah kecil buat temen temen di sinii. caranya cuma li\xe2\x80\xa6'"
2216,,"b'/UNY mau tanya, aku masih semester 2 jurusan ilmu komunikasi cuma di pemilihan krs ada mbkm. itu boleh diambil ngga\xe2\x80\xa6 https://t.co/QCfIiVmcFm'"
2217,,b'bingung mau pilih matkul mbkm apa gaada yang relate sm jurusan /uny'
2218,,b'/uny Ambil MK mbkm ada maksimalnya ga ya? Makasih banyak'
2219,,"b'[cm] maaf, kira kira magang mbkm itu dpt saku berapa ya? Aku mau ngerantau soalnya wfo'"
2220,,"b'RT @naviellawin: \xe2\x99\xa5\xef\xb8\x8f giveaway \xe2\x99\xa5\xef\xb8\x8f\nkarena aku lolos mbkm dikti, jadi aku mau bagi bagi hadiah kecil buat temen temen di sinii. caranya cuma li\xe2\x80\xa6'"
2221,,"b'RT @naviellawin: \xe2\x99\xa5\xef\xb8\x8f giveaway \xe2\x99\xa5\xef\xb8\x8f\nkarena aku lolos mbkm dikti, jadi aku mau bagi bagi hadiah kecil buat temen temen di sinii. caranya cuma li\xe2\x80\xa6'"
2222,,"b'RT @naviellawin: \xe2\x99\xa5\xef\xb8\x8f giveaway \xe2\x99\xa5\xef\xb8\x8f\nkarena aku lolos mbkm dikti, jadi aku mau bagi bagi hadiah kecil buat temen temen di sinii. caranya cuma li\xe2\x80\xa6'"
2223,,"b'\xe2\x99\xa5\xef\xb8\x8f giveaway \xe2\x99\xa5\xef\xb8\x8f\nkarena aku lolos mbkm dikti, jadi aku mau bagi bagi hadiah kecil buat temen temen di sinii. caranya\xe2\x80\xa6 https://t.co/Sj13XE1utm'"
2224,,b'@Bayu31415981 ya gatau sy itu kan dr panduan mbkm nya'
2225,,b'shbt\xc2\xb2 gw pada keterima mbkm deket\xc2\xb2 sini tp cuma gwww yg jauh bener\xf0\x9f\x98\xad'
2226,,b'[cm] udh ada yg dpt pengumuman dri progran magang/studi independen mbkm blm?'
2227,,b'siapa yang ngerjain laporan akhir program mbkm jam 8 malem padahal dedlennya jam 23.59? saya'
2228,,"b'Tingkatkan Kualitas Data MBKM di PD Dikti, Unud Gelar Pertemuan Daring untuk Semua Operator\n #Dikti #MBKM #UNUD\xe2\x80\xa6 https://t.co/nz2lN5Kz71'"
2229,,"b'[askrl] \xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8fmaaf agak sensitif, kira kira uang saku magang mbkm itu berapa ya? Aku mau ngerantau soalnya wfo'"
2230,,b'kok ada kampus yg prodinya ramah mbkm ?!!!'
2231,,b'/uny mbkm itu boleh dipilh salah satu kan ya? Misal pgn ikut gitar dasar lanjut itu boleh kan dipilih'
2232,,"b'/uny Ini tahun kemarin, tapi mau nanya, aplikasi MBKM itu yang mana ya? https://t.co/TrR7WFBXRA'"
2233,,"b'Bersyukur banget ya Allah ditengah badai proker lab, kerjaan yang meningkat, ada kabar baik soal ipk huhuhu. Semest\xe2\x80\xa6 https://t.co/s22NOgO1wI'"
2234,,"b'ok, hasilnya menangis, semester depan ikut MBKM aja wes ben nilai aman :D https://t.co/nPpSHwO3cl'"
2235,,b'Ada yg daftar magang Ru*nggru MBKM? Udah dapet kabar seleksi belum? -11fess'
2236,,"b'penelitian dan bimbingan, pelaksanaan ujian, PPL, KKN, dan MBKM dijelasakan secara rinci pada surat edaran No. 7 Ta\xe2\x80\xa6 https://t.co/wSzkKj3Cco'"
2237,,"b'Ketentuan-ketentuan dalam proses pembelajaran akademik seperti praktikum, olahraga dan seni, pertukaran akademik, p\xe2\x80\xa6 https://t.co/781DedsIDv'"
2238,,b'[cm] pagi gais! ada yang pernah ambil matkul pengarusutamaan gender dan/atau broadcasting? dua matkul itu masing-ma\xe2\x80\xa6 https://t.co/7j0vPWQN9l'
2239,,"b'Mamin mau ngabarin lagi nih, selamat kepada Olivia Anggraini Putri lolos program MBKM Kampus Mengajar loh, banggga\xe2\x80\xa6 https://t.co/rqd4SRQUJK'"
2240,,b'Alhamdulillah pagi pagi dapet notif dari BRI \xf0\x9f\x98\x8c\xf0\x9f\xa5\xb2\xf0\x9f\xa4\xa3 #mbkm'
2241,,"b'Mungkin itu aja yaa cerita mbkm yang mempusingkan, ini gak tau cuman kampus gw doang apa yang lain juga sama dan ap\xe2\x80\xa6 https://t.co/7Shu9zU6hc'"
2242,,"b'Pas gw liat gw grup mbkm gw, ada salah satu dosen akademik ngasih bc an dari dosen yang bersangkutan isinya kurang\xe2\x80\xa6 https://t.co/oEZcSf8luY'"
2243,,"b'Dan prodi bilang gini "" kalau untuk nilai saya serahkan ke dosennya aja mau ngasih nilai berapa gak perlu berpatoka\xe2\x80\xa6 https://t.co/DcbRQJDOOS'"
2244,,"b'Oiya jangan tanya ngejalanin mbkm ini gimana yaa, wkwkwk\nSingkat cerita mbkm selesai, dan tinggal gw nginput nilai\xe2\x80\xa6 https://t.co/bsj80nNcRX'"
2245,,b'Dan setelah perdebatan panjang kita diperbolehkan mengikuti mbkm ini tapi kita juga harus ngontrak mk di univ asal\xe2\x80\xa6 https://t.co/2SCAInAvCA'
2246,,"b'Soalnya udah lolos tapi dari kampus tidak merestui, tapi yaa di program mbkm nya sendiri tuh minimal semester 3 tap\xe2\x80\xa6 https://t.co/aoRf9lMZUX'"
2247,,"b'Oiya sebelumnya tuh kita nyiapin berkas persyaratan kaya surat rekomendasi dari kampus, transkip nilai, sama cv. It\xe2\x80\xa6 https://t.co/uecrC9Rd4u'"
2248,,"b'Gw mau cerita dikit, jadi gw kan ikut PMM-DN di program MBKM nah dari awal prodi gw nyuruh anak2nya ikut program mb\xe2\x80\xa6 https://t.co/jWfPJJk9mt'"
2249,,"b'Mungkin itu aja yaa cerita mbkm yabg mempusingkan, ini gak tau cuman kampus gw doang apa yang lain juga sama dan ap\xe2\x80\xa6 https://t.co/F2GJiNzpj3'"
2250,,b'Mbkm'
2251,,b'@sbyfess MBKM ku nang SD lancar\nIso sempro kro skripsian lancar sampe sidang akhir \xf0\x9f\x99\x8f'
2252,,b'Makul mbkm ada astronomi pls aku pengen sekali ambil tapi tau didalamnya pasti ga semudah itu\xf0\x9f\xa5\xb2\xf0\x9f\xa4\x9a'
2253,,b'Setelah emosi masih campur aduk dapat email. Dan email tersebut isinya Alhamdulillah one step closer seleksi MBKM y\xe2\x80\xa6 https://t.co/mzC4mhFH0f'
2254,,b'permisi kakak-kakak /uny adakah disini yang dari pendidikan bahasa Inggris skrng semester 6? karena aku dari luar f\xe2\x80\xa6 https://t.co/5b50RtppPh'
2255,,"b'di jurusanku slot mbkm dan anak jurusan sendiri dipisah, ada jg yg dibuka slot utk anak jurusan dulu, kl udh pd amb\xe2\x80\xa6 https://t.co/95e6QQb3a4'"
2256,,"b'Soalnya udah lolos tapi dari kampus tidak merestui, tapi yaa di program mbkm nya sendiri tuh minimal semester 3 tap\xe2\x80\xa6 https://t.co/OSThBDf3UG'"
2257,,"b'Oiya sebelumnya tuh kita nyiapin berkas persyaratan kaya surat rekomendasi dari kampus, transkip nilai, sama cv. It\xe2\x80\xa6 https://t.co/Vmmo3nWyhd'"
2258,,"b'/UNY halo gais ada yang ambil matkul MBKM Pengembangan Bahan Ajar nggak ya? Rep ya, nanti aku DM makasii ^^'"
2259,,b'Mbkm sendirian ato bareng tmen sekelas y'
2260,,"b'@ellmemor Kak nanya dong kalau boleh, kk magang wfh seminggu masuk berapa kali kak? Jarak rumah ke jakarta brp jam\xe2\x80\xa6 https://t.co/Gd7R6Yx29p'"
2261,,b'RT @collegemenfess: [cm] kalian kalo dapet matkul mbkm yang harus war kira-kira milih matkul yang kalian mampu atau yang ada temennya biar\xe2\x80\xa6'
2262,,"b'@UNYmfs Mk jurusan semester lalu? Ngulang kah berarti nder?. Menurutku, asal matkul wajib dari jurusanmu udah diamb\xe2\x80\xa6 https://t.co/FGnTgz2YMu'"
2263,,b'[cm] kalian kalo dapet matkul mbkm yang harus war kira-kira milih matkul yang kalian mampu atau yang ada temennya b\xe2\x80\xa6 https://t.co/OHQd60Qxx7'
2264,,b'[cm] aku skrg otw smt4 dan kemungkinan nanti smt5 bakal ngambil 24 sks karena smt ini ada yang kurang sksnya (mbkm)\xe2\x80\xa6 https://t.co/VboRSaR6yx'
2265,,"b'Setelah itu stress karna semester akhir, mikir KPL, MBKM, skripsi, dan sebagainya, yang mana kalo aku lagi stress t\xe2\x80\xa6 https://t.co/XCTaPvGMpP'"
2266,,b'[cm] pagi gais! ada yang pernah ambil matkul pengarusutamaan gender dan/atau broadcasting? dua matkul itu masing-ma\xe2\x80\xa6 https://t.co/FYqvx8nFbs'
2267,,b'-punten aktivitas mbkm kalian di studentportal ilang ga?'
2268,,"b'Saya semester 2, kalo semisal mau nambah matkul mbkm apa harus konsul ke dpa dulu? Terima kasih. /uny'"
2269,,"b'Mbkm dah daftar sie, tapi hopeless bgt. W pikir masih ada matkul smester 6 eh pas liat pengumuman KOK 2019 GA KULIAH?! \xf0\x9f\x98\x80\xf0\x9f\x99\x82'"
2270,,b'@collegemenfess langsung chat dosen asli dah jangan mau nunggu2 gt wkwk aku kemarin suruh nunggu pun tetep bingung\xe2\x80\xa6 https://t.co/ytIalRPYme'
2271,,b'Mari bagi yang ingin mempelajari material carbon dapat bergabung melalui skema MBKM ataupun skema KP TA. \n#BRIN\xe2\x80\xa6 https://t.co/iCoRTOTyPA'
2272,,"b'@okaerimasu Asli dah nilai sekelas yang ikut mbkm belum keluar, gua gak bisa krsan'"
2273,,"b'Misal ga ikut mbkm takut ngecewain papaku yang literally nunggu2 banget buat aku magang, dan menyimpan uang buat ja\xe2\x80\xa6 https://t.co/hbp6csiypV'"
2274,,"b'Jadi kemarin tuh bingung soal mbkm atau kuliah reguler. Jujurly, mau kuliah reguler setelah liat konsekuensinyaa ka\xe2\x80\xa6 https://t.co/PAKtN5ce6b'"
2275,,"b'mbkm pls be nice. lo jgn sampe kek gini terus, gue butuh bgt ini nilai hari senin\xf0\x9f\x98\xad https://t.co/nmzhBadWDU'"
2276,,"b'@collegemenfess ADAAAA. cerita dikit agak sebel, semester kemarin ambil 1 mbkm dan nilainya agak heum dan itu semua\xe2\x80\xa6 https://t.co/0qjkYjNQmw'"
2277,,"b'(6) Ngomongin program MBKM, berarti total 3x aku ikut; 2x fulltime, 1x shortcourse. Makanya tahun kemarin aku betul\xe2\x80\xa6 https://t.co/qg8mcmxqJV'"
2278,,b'@collegemenfess mbkm apa? untuk semester berapa ya?'
2279,,b'[cm] demi apa sih daftar mbkm diperpanjang lagi? \xf0\x9f\x98\xad'
2280,,"b'[cm] di jurusanku kalo ikut mbkm kan krs-an nya ngambil mk mbkm, nah misal sampe akhir januari gada kabar lolos ngg\xe2\x80\xa6 https://t.co/89z5cEHsn0'"
2281,,b'taehyung kamu ikut program magang MBKM?\xf0\x9f\x98\xad https://t.co/OmkDNyAFPL'
2282,,"b'[CM] Tolong sarannya, dong. Jadi aku kan ambil 24 sks dengan 5 MK mbkm dan 5 MK jurusan wajib. Nah mnrt kalian yg m\xe2\x80\xa6 https://t.co/LdAgsLALLf'"
2283,,"b'/UNY Tolong sarannya, dong. Jadi aku kan ambil 24 sks dengan 5 MK mbkm dan 5 MK jurusan wajib. Nah mnrt kalian yg m\xe2\x80\xa6 https://t.co/SowQmG9TVk'"
2284,,b'trs kl ktrima mbkm tinggal sempronya'
2285,,"b""@collegemenfess ada mbkm, tapi aku ga ngerti sistemnya:'"""
2286,,b'MBKM zelezaiii\xe2\x9c\x85\xe2\x9c\x85 https://t.co/BL7I2EeuZl'
2287,,b'[cm] di kampus kalian ada program mbkm gitu ga sih? jadi kalian bisa ngambil matkul dari prodi lain di kampus kalian'
2288,,b'Ini apa-apaan kok aktivitas mbkm gua ilang semua:)'
2289,,b'[cm] aku rencananya semester genap ini mau ikut mbkm transfer kredit terus juga rencananya mau ikut daftar seleksi\xe2\x80\xa6 https://t.co/SLS1N89fRW'
2290,,b'@berkembangbaik Per-mbkm-an atau bukan nih? kalo iya join \xf0\x9f\x98\x94'
2291,,"b'Doaa yg terbaik buat kalian,termasuk yg baca tweet ini yg daftar MBKM juga,bisa kok kalian pasti bisa gaada yg gabi\xe2\x80\xa6 https://t.co/ziizQzXn6G'"
2292,,b'lg sedih mbkm blm info interview :(('
2293,,"b'Smgttt buat yg daftar MBKM batch 2,gd luck yaa!!!rezeki ga bakal kemana\xe2\x9c\xa8'"
2294,,"b'Ini matkul mbkm kapan dibukanya, ngantuk huehue'"
2295,,"b""Ternyata ga cuma di kampus gw yg bisa konversi mbkm ke skripsi.. bisa dibilang rezeki deh ga penelitian ga sidang:' https://t.co/DVnHr1s7HH"""
2296,,b'@YUPIEN_FESS singkatnya kkn mbkm itu satu semester alias 6 bulan dan konversi 20sks mah kkn reguler itu 1bulan konversi 2sks'
2297,,"b'Njer banyak matkul MBKM yg menarik, TPI KENAPA GAADA JADWALNYA SIHHH\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'"
2298,,"b'-11fess ikut mbkm, ipk turun'"
2299,,b'-upnsby td ada yg ikut sosialisasi MBKM kahh? ada yg bisa jelasin masalah kkn reguler dan MBKM nya ga yaa\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2300,,"b'Byuh grupku bahasane wes berat, skripsi dll. Aku malah sibuk golek nggon magang mbkm'"
2301,,b'-upnsby rek nilai c+ gabisa ikut mbkm ta\xe2\x98\xb9\xef\xb8\x8f ?'
2302,,"b'@UNYmfs Kelas MBKM ya nder? Mending ambil yg udah jelas prodi sendiri aja ngga sih daripada gimana2 nantinya, toh k\xe2\x80\xa6 https://t.co/kI8s7j5Xfy'"
2303,,"b'hari ini padahal main PS sm anak anak biar lepas penat, planning not to work dulu balikin mood positiivveee, TAUNYA\xe2\x80\xa6 https://t.co/stU9StX0cf'"
2304,,"b""Masih bimbang ttg MBKM:'), bagus sih nambah ilmu baru, tapi.......hemmmmmm"""
2305,,b'teh seul mau apply MBKM batch 2 kah? https://t.co/knE1c0sZ4s'
2306,,b'@anugrahahah Kamu ambil 1 Mbkm aja?'
2307,,"b'Dear manteman dosen, gimana kurikulum MBKM aman? :\xe2\x80\x9d) https://t.co/8P0vQN099b'"
2308,,"b'@anugrahahah Aku galau menentukan Mbkm:""('"
2309,,b'Bagi Sahabat Psikologi yang berminat dapat melihat informasi selengkapnya pada slide yang tertera.\n\n\xf0\x9f\x93\x8c Catatan :\nBag\xe2\x80\xa6 https://t.co/jyctMojQUJ'
2310,,"b'[ JENDELA ADVO : UPDATE MATA KULIAH MBKM PERTUKARAN PELAJAR SEMESTER GENAP 2022 ]\n\nHalo, Sahabat Psikologi!\n\nBeriku\xe2\x80\xa6 https://t.co/djCdjSWyvG'"
2311,,"b'Tingkatkan Kualitas Data MBKM di PD Dikti, Unud Gelar Pertemuan Daring untuk Semua Operator https://t.co/3SEE7Y6u1Q'"
2312,,"b'tiap smt tuh gue pasti selalu nyari per intern an di dunia non geologi, tp pasti selalu gue nanti2 dan lupa daftar\xe2\x80\xa6 https://t.co/4Y1JiKUnIY'"
2313,,b'@kiyooraa semakin takut ikut mbkm'
2314,,b'kayanya karna darurat literasi jadi gatau kalo mbkm gabisa dijalanin barengan sama kuliah WKWK dasar bodoh dahlah k\xe2\x80\xa6 https://t.co/XFQFyU0F1c'
2315,,b'@telyufess Minta ke prodi. Sama seperti permintaan surat rekom untuk mbkm tapi eventnya diganti SI'
2316,,"b'bismillah taun depan THP onk mbkm e po ooo, pgen ikut pol'"
2317,,"b'yg laen ribut mbkm, pkn20 paket full 24 sks\xf0\x9f\x98\x87\xf0\x9f\x98\x87'"
2318,,"b'[cm] ensekyur banget ikut magang merdeka belum ada satupun yang minta interview, ada 2 perusahaan tapi cuma sekedar\xe2\x80\xa6 https://t.co/MeEntl8tgI'"
2319,,b'@sillygreenie @UNYmfs Mbkm bukan sosio beb'
2320,,b'smt enam km trs kalo smt 7 masih ada tanggungan sks matpil atau matjib disuru ikut asistensi mengajar SKSKSK YO NGU\xe2\x80\xa6 https://t.co/c194hMerx0'
2321,,"b'Bukannya gamau kuliah offline, kan janjinya kalo ikut MBKM dikonversi 20sks kobisa-bisanya malah disuruh kuliah off\xe2\x80\xa6 https://t.co/lr4fgs3k5Q'"
2322,,"b'pgn 24sks cuma matkul mbkm nya dah sisaan:"" ada yg sama /uny ?'"
2323,,b'Agak ramean ntar gue bikin thread pengalaman apply MBKM \xf0\x9f\xa4\xa1\n\nTapi gue ga lolos genks \xf0\x9f\xa4\xa1'
2324,,"b'@mendoan1k ngebut mbkm pak, k4mpu5 tahu bulat'"
2325,,"b'ini mbkm gapengen masukin matkul dari tataboga apa, lumayan kan masak masak'"
2326,,"b'@collegemenfess Yang nerima/enggak itu dari prodi, terus untuk pengumuman hasil konversi itu kalo udah selesai ikut\xe2\x80\xa6 https://t.co/NOMTyXOlRs'"
2327,,b'/uny kalau mau ambil mbkm tapi matkul nya ada bintang nya itu maksudnya apa ya? https://t.co/0IycbmABDE'
2328,,"b'@UNYmfs merdeka belajar kampus merdeka nder. jadi itu matkul pilihan mbkm, untuk wajib atau tidaknya diambil bisa t\xe2\x80\xa6 https://t.co/0U50ma2Duv'"
2329,,b'/uny MBKM itu apaa.... aku maba masih gatau:)  https://t.co/i615VJrr4Y'
2330,,b'Nek MBKM oleh wali kelas ngene iki rakyo ikhlas lahir batin\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb https://t.co/n7TO0Uq9yU'
2331,,"b'@hoogkie Nah itu gak tau aku mungkin karena aku ikut mbkm kali ya :""('"
2332,,b'Ya Allah beneran ini ngga begitu mood mood kuliah pengen magang mbkm \xf0\x9f\x98\xad tolong ya Allah biar terchallenge aku huhu'
2333,,b'@collegemenfess proyek yg dari mbkm itu bukan sih?'
2334,,b'@rrwafda Wkwk MBKM'
2335,,b'@nggodokmi @UNSfess_ Magang Bersertifikat &amp; Studi Independen MBKM kak'
2336,,"b'@sukamonolog Hahahaha, priok pride!\xe2\x9c\x8c\xe2\x9c\x8c. Btw luh ikutan mbkm juga kaga?'"
2337,,"b'haloo, mau tanya dong klo MK MBKM itu wajib diambil atau engga ya? makasih yang udah bantu jawab ^^ /UNY'"
2338,,b'Daftar magan MBKM sama studi independen telat ga si?'
2339,,"b'Rasanya excited, tapi juga deg-degan menghadapi semester baru. Semangat, sih, cuma ya agak takut:"")\n\nTerutama karen\xe2\x80\xa6 https://t.co/AVwjTHa1qR'"
2340,,"b'Semua temen\xc2\xb2 gw pada dagdigdug mikirin pengumuman magang MBKM, sedangkan gw malah ngakak ngetawain diri sendiri anj\xe2\x80\xa6 https://t.co/mQde3YoO1t'"
2341,,"b'Meeting ID: 670 209 2175\nPasscode: MBKM\n\nMengingat pentingnya acara tersebut, dimohon dapat menyimak baik sosialisa\xe2\x80\xa6 https://t.co/2tw8oqfssx'"
2342,,b'[UNDANGAN SOSIALISASI MAGANG MBKM SEMESTER GENAP TA 2021/2022]\n\nAkan diadakannya  Sosialisasi Magang MBKM pada :\n\nH\xe2\x80\xa6 https://t.co/I588jqNx4o'
2343,,"b'[cm] studi independent mbkm itu dpt duit ga ya kek kmmi/km? wkkw, maap cmn tanya no salty yaa'"
2344,,"b'[cm] halo gais, apakah disini ada yang  sudah tergabung MBKM Batch 1 lanjut di batch 2 diperbolehkan tanpa konversi\xe2\x80\xa6 https://t.co/WolclA5n25'"
2345,,"b'aloo mahasiswa um! yang skrg lagi dapet program magang mbkm, testimoni dong gimanaaa nyaman gaa'"
2346,,b'Traktiran @tungtaratungg lolos MBKM https://t.co/xaKib4yB1t'
2347,,b'[cm] kalian yg anak pendidikan pada magang dimana? Program mbkm atau bkn?'
2348,,b'/uny wow keren banget ada MBKM ini di semester 2\xf0\x9f\x98\xad https://t.co/GJK7F7UUC7'
2349,,b'Mahasiswa Fapet Berpartisipasi Program MBKM Semeru Gelombang I\nhttps://t.co/NnmlD3Wq50'
2350,,"b'Campus! Aku jurusan hukum smt 6 nanti magang mbkm dari fakultas, yay or nay ?\n\n\xe2\x9c\x84\xe3\x83\xbb\xe3\x83\xbb\xe3\x83\xbb\n\xf0\x9f\xa7\x90 Trivia: Prinsip untuk mencipt\xe2\x80\xa6 https://t.co/uXfV1to6pi'"
2351,,"b'RT @itbfess: Loh ternyata kakak ini tuh ikut mbkm ITB! x NCIT ternyata, dia itu jurusan apa sih? https://t.co/DJs1LnPnwR'"
2352,,"b'kkn mbkm baru disosialisasi hari ini, dan udah terlihat merusak master plan 2022ku:)'"
2353,,"b'@collegemenfess gapapaa nderr, kalau masalah intern kamu mungkin bisa apply-apply yang diluar mbkm :D coba di linke\xe2\x80\xa6 https://t.co/zzuVs92KF5'"
2354,,b'ada yang ambil MBKM Writing for Academic Contexts? /uny'
2355,,b'/uny ada yg ambil matkul mbkm ekonomi pendidikan sem 2 ga? Aku mau cari temen. Makasi'
2356,,"b'Apalah dayaku, yg mo ikutan ini itu termasuk mbkm tp dah pesimis duluan takut jd beban kelompok:))'"
2357,,b'Niat abis jumat mo tidur malah ada sosialisasi MBKM \xf0\x9f\x98\x90'
2358,,b'@collegemenfess 3sks? kamu ambil program mbkm yg mana?'
2359,,b'[cm] Kak sem 2 boleh ambil mbkm 3 sks di luar kampus ga ya?'
2360,,"b'[cm] guys mau tanya, ini daftar mbkm diperpanjang sampe tanggal 28 yaa? https://t.co/eOLFMXCyTo'"
2361,,b'kata gw yg doain gw keterima mbkm masuk surga sih pasti'
2362,,b'[cm] ada yang lolos tahap 2 MBKM PT Inastek? Aku mau tanya tayaa'
2363,,"b'Aelah gara"" anak"" yang ambil MBKM pada siang aku jadi ga bisa bimbingan \xf0\x9f\xa5\xb2'"
2364,,"b'RT @collegemenfess: [cm] mau tanya, program mbkm masih ada yang dibuka kah?'"
2365,,"b'@convomf awal2 pandemi ga dapet, tp pas ikut mbkm dapet uang jajan mayan dari ortu sm kampus hehe\xf0\x9f\x91\x8d'"
2366,,"b'[cm] mau tanya, program mbkm masih ada yang dibuka kah?'"
2367,,b'hahahah kebijakan mbkm batch 2 ini makin ngadi ngadi terkhusus studi independen. gws deh'
2368,,b'KELAS BANGKIT 2022 MBKM https://t.co/4TGaQzxG9D'
2369,,b'MAGANG INDUSTRI MBKM https://t.co/D0NqRFwEcO'
2370,,b'[cm] daftar mbkm yg mbsi boleh lebih dari 1 gak si? terus misal udah daftar studi bisa daftar magang juga gak? https://t.co/WUNaWRKnmR'
2371,,"b'Baru kelar UAS, taunya tiba2 dichat dosen \xe2\x80\x9cMBKM ujiannya besok ya, hari ini untuk mahasiswa reguler\xe2\x80\x9d dahlah ngapain\xe2\x80\xa6 https://t.co/zpBqHPf2SE'"
2372,,b'Mau sapu rumah ga jadi-jadi gara gara mbkm'
2373,,b'[cm] guys kalo ikutan seleksi magang mbkm dan statusnya dalam seleksi terus udah sekitar satu mingguan itu artinya apa ya? ditolak kah?'
2374,,b'knp ada mbkm si hah\xf0\x9f\xa5\xb2\xf0\x9f\x99\x8f'
